,Unnamed: 0,titleId,nom,star_point,star_person,comment1,comment2,comment3,comment4,comment5,comment6,comment7,comment8,comment9,comment10,comment1e,comment2e,comment3e,comment4e,comment5e,comment6e,comment7e,comment8e,comment9e,comment10e
75,28519,724815,25,9.99,11380,아  우리 너무 멋있다......그리고 귀여워......멋있고 귀여운거 혼자 다해  ㅋㅋㅋㅋ,"능력있고 순수하고 자신을 따르는 남성
책임감 가지고 열정적이고 자상한 여성
너무 이상적이다... 이커플",아니근데 막연한 환상 맞는것같은뎈ㅋㅋㅋㅋㅋ 서빙알바랑 스튜어드 연결짓는건 무엇ㅋㅋㅋㅋ,서로 약간 환상에 젖어있는 채로 시작하는듯...,"닮았다 싶었는데 심지어 최애라니 ㅋㅋㅋㅋㅋㅋㅋ 어쩔 수 없다 폴 인 럽,, ",최애를 닮았다니..그럼 끝이네 끝,이 웹툰이 왜 밑에 있는지 이해가 안되네.. 진짜 재밌는데,만화 캐릭터라 그렇지 실제로 저런말 하는거 들으면 되게 철없고 환상에 젖어있는 어린애라고 생각할거 같은데 우선 알바랑 업은 다른거예요...,최애를 닮은 남자가 대시한다고??!!그걸 어케 놓쳐ㅠㅠㅠㅠ,약간 한혜진이란 충재삘,True,True,True,True,True,True,False,True,True,True
76,2190,698888,62,9.99,14119,수지는 윤호나 소현이 좋아하기보단 자기 친구들끼리 사귀면 정말 혼자 멀어지게 될까봐 무서운 것 같음ㅠㅠ 나같아도 괜히 속상하고 걱정되고 그럴듯,수지가 저러는게 이성적인 감정이라기보다는 걍 둘다 자기 친구였는데 서로 사귀면 자기랑 멀어질거라는 생각에 그랬을것깉은데.....,작가님 그럼 우락이는 민우랑 사귀는걸로 하신거죠?,둘다 내 친구인데 둘이 사귀는거 은근 신경쓰인다.. 셋이 놀았는데 이제는 내가 눈치봐야하고 행여나 끼면 눈치없는사람같고 친구두명 동시에 뺏기는 느낌이랄까 기분 묘해진다....,사실 윤호가 아니라 소현이를 ....,소현이는뭔가 사랑보다 우정 개삘이라서 수지가 솔직하게 말만하면 팍팍 밀어줄거같음 ,이거 윤호를 좋아하는것이 아니라...두사람이 사귀게되면  소외감이 장난아니거든 ㅡ ㅡ,그래서 우리 민우는....? 깡민은 짝이 보이지가 않아요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ설마 진짜로 우락이나 바람이 아니야?ㅋㅋㅋㅋㅋㅋㅋ 뭐 그런일은 없겠지만ㅋㅋㅋ개인적인 바램은 우락이었으면....(상대가 네이버야 정신차려),알고보니 수지 소현이 좋아한 거였음ㅋㅋ,수지소현 전 응원합니다,False,False,True,True,True,True,False,False,True,True
77,1670,723714,107,9.99,7883,"이쯤되면 구휘 뒤통수 때려 얼굴에 화상입히고 손만 들어도 구휘 쫄게 만든 할머니의 재평가가 이뤄져야한다.
65화 참조","다시 정주행하고 있는데 베댓이 되어있네요.
추천해주신 모든분들께 감사드립니다.ㅎㅎ

애들아! 아빠 베댓먹었어
학교가서 자랑해",이게 웹툰이야 수묵화야? 분량도 이리많은데 그림체가ㄷㄷ..문정후 화백님은 신계에서 오셨나?,비겁하게 뒤에서 안죽일려고 화살로 기 드로내는거...졸 멋이다..,새해복 많이받으세요,와... 사흑련은 구휘뿐만아니라 단원들도 클라스가 다르구나...,정윤문경아빠(kciz****) 한회 연재에 배댓 두개 만들어드릴까요?ㅎㅎ 아이들한테 자랑하시게,임진충 뭔가 불쌍... 뜬금포로 동료 뒤져서 자기도 먼저 죽을까봐 칼좀 꺼냈는데 다리잘려버리네 ㅠㅠ ,"쿠키 굽는다고 돈 버려..
잠 못자서 몸 버려..
하지만 끊을수가 없다 ㅜㅜ",사흑련은 개그치다가도 가끔 개무서워짐 ㄷㄷ,False,True,False,True,True,False,True,False,False,True
78,13083,720121,34,9.99,15602,여기서 처음에 손금보고 점쳐준 아줌마가 남자때문에 인생망할거라고? 큰일일어날거라고? 아무튼 안좋게 말했는데 여기서 손바닥 베인거때문에 손금이 달라졌으니까 설이 운명 바뀐거 아니냐고 한 베댓보고 엄청 소름돋았었는데...,유정은 이미 남주연을 꿰뚫었다... 저 미소는 남주연에게 보란듯이 지은거겠지 유귀신..,와 설이 눈치... 손 왜 그래 다쳤어 어제 무슨 일 있었어 에서 보통 자신이 어제 '무슨' 일을 겪었다에 초점이 맞춰져서 자신이 말하지 않았는데도 상대가 어제라는 구체적인 시간을 특정한 것엔 신경쓰지 않고 후에 내가 어제라고 말했었나..? 정도의 찝찝함으로 남길 수도 있음 근데 설이는 그걸 바로 캐치해버림,설이만큼 눈치있지가않아서 뭔일인지 모르게따,유정이 저랬는데 홍설이 처음에 안 좋게 봤던 건 당연한 거임,남주연은 당황하며 도망치고... 유정은 괜찮냐고 물어본다... 딱 각이 나오자너... 둘다 있었거나 봤거나 둘중에 하나겄지 뭐,설이는 남들 미움 안사고 원만하게 살려고 눈치 꽤 보지만 너무 눈치가 빨라서 되려 미움 사고 유정은 차라리 주변에 대해 눈감고 싶은데 감아도 다 알아서 괴로워보임 설이랑 유정 초반은 정말 몇 번을 봐도 동족혐오,아니 저 수위 왜 자고있는거야?? 외부인 들어와서 학생 해치는거 방지하려고 수위가 있는건데 아무리 일이 힘들어도 그렇지 저렇게 몇시간씩 자고있으면 어떡해,솔직히 저건 ㄹㅇ 소름끼침;,사실 노숙자들한테 동정심 1도없음 민폐에 정신병자들도 개많아서 언제 정상인들한테 폭행을 가할지 모르는 족속들임 구걸은 할수있지만 그돈으로 술담배 사는거보면 아직 배부르구나 생각함,False,False,False,False,True,True,False,False,True,False
79,1854,720121,133,9.99,12987,하.. 할머니... 설이 어릴 때부터 차별했구나.. 아무리 준이가 남자아이여도 그렇지.. 설이 저때부터 힘들었겠네,막상 입은 게 헐렁하니까 설레는구나~?ㅎㅎㅎㅎㅎ,근데 할머니들 그런거 있어.. 손녀보단 손자 사랑...... 우리 할머니도 그런데ㅠㅠ...ㅋ,오이냉채 육개장ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"남녀차별 제일싫어 진짜,,특히 할머니들 자기도 여자면서 그런차별받았으면 안그래야지",인호 달려갈때 상처받은 멍멍이같아ㅜㅜㅜㅜㅜㅜ,"설이네 할머니 차별하는거 보니까 옛날 생각나네...
진짜 차별 당하는 아이들은 똑 소리나게 이야기해야해요. 차별당하다보니 작은 애정에도 목이 메여서 무작정 잘해주려고 하는데... 그래봐야 돌아오는 건 아무것도 없어요.",홍준 진짜 ㅋㅋㅋㅋㄱ자기도 같이 놀고싶어서 그런거면서 왜 자꾸 놀러오냐 괴롭히고ㅋㅋㅋㅋㅋㅋㅋ준이 인성 다 맘에 드는건 아니지만 그래도 저런 할머니나 아빠 밑에서 자란것치곤 잘 자랐다 누나에 대한 열등감정도는 있는것 같지만 누난 여자가~ 이런건 없으니까..,소꿉친구 로맨스의 정석 아닌가요ㅠㅠ ㅠㅠ,아영이 어릴때랑 설이 어릴때 존귀다 ㅋㅋ,False,True,True,True,False,False,False,False,True,True
80,18763,715935,14,9.99,13138,강아지들이 사람으로 변신할때면 이족보행해서 허리에 무리가 간다고 해욥. 왕자님의 체력이 안 좋아서 사람으로 몇시간 안 있어도 허리 아프다고 그러니 이디 성격상 왕자님 허리에 좋은 음식 먹으러간듯!,사빈 당신얼굴진짜짱이야,건강식 파는 곳에 이디 있엌ㅋㅋ사빈 완전 잘 알아ㅋㅋ,작가님 나중에 단행본내실때 외전으로 도치경의 식도락여행 진짜 만들어서 내주시면 사시는곳으로 절하겠습니다,안경과 고무줄 하나로 저 엄청난 미모를 봉인한 알마에게 박수를..,완결나고 외전으로 도치경이야기 내도 괜찮을듯,"""당신의 허리를 곧추 세우자""",여기가 얼굴 맛집이라 해서 찾아왔는데 넘 맛있네요,처음에 나온 멍멍이는 정녕 엑스트라인 건가... 쿨한 모습 너무 좋은데,왜 아무도 대존예 마샤프에 대한 언급을 안하는거죠?,True,True,True,True,True,True,True,True,True,False
81,8275,702672,84,9.99,18237,"안녕하세요 작가님.다음주 월요일에 나라의 부름을 받아 입대를 앞두는 예비 군인 입니다. 군대가기전 추억을 만들어 싶어 글을 씁니다.작가님 혹시 시간이 괜찮으시다면 재구,홍구,매미,줍줍이가 군복을 입고 시즌1표지로 손가락 뻗는게 아니라 충성 자세로 표지를 그려주신다면 감사하겠습니다",밥 다 됐다고 나오면 하나도 안 되어있음ㅋㅋㅋㅋㅋ,똑똑하니까 말을 듣지 않는겁니다,형아 아닌데 왜신나ㅋㅋㅋㅋㅋㅋ큐ㅠ 몽충하고 귀여워라,ㅋㅋㅋㅋㅋㅋ온세상 반가움이 한화면으로 표현될줄이야ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ너 아는 개야? ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 친구 만난줄,견자타임,이건 거의 몸을 형아에게 맡기는 수준인데,아니 왜 저런옷을입고다녀 ㅋㅋㅋㅋㅋㅋㅋㅋ,너무너무 아쉽개 다음 기회에 다시 도전하개,True,False,False,False,True,False,True,False,False,True
82,16171,699415,82,9.99,38983,"작가님, 그 서양풍이랑 담배피고 계시는거 외전안되나요,,,",어르신 이제 본인이 여우인걸 못 견디시는건가ㅠㅠㅠㅠㅠㅠ,혜선이 중간에 '설마 그 노인네라도 만났나' 라는 대사... 떡밥인가?!?,혜선이가 저렇게 울고있는건 자기도 식욕을 억제할 수 없으니까 일을 저질렀고 결국은 사랑했던 사람을 잃게된거같네요,어르신 외모 진짜 대박이다. 혜선이가 결국 말한게 지금 어르신과 담이 사이에서 일어날 수 있다는 건가 ㅠㅠ 그렇게는 안됩니다 ㅠㅠㅠ,쿠키 중독자 다들 모여보세요 ........ 1/100000000000,이런 미친... 어르신 눈 풀린 거 개섹시해......,어르신이 못견딜 시기가 이제 오겠네요.. 어르신 인간되셔서 담이랑 행복합시다,으른섹시가 최고구나,근데 혜선이 진짜 새삼 너무 이쁘다,False,False,False,False,True,True,False,True,True,True
83,17044,670144,38,9.99,34127,와 진짜 소름,와 좋은글을써도 여자장사라는이유로 이름을날릴수없다니,결계를 어떻게 풀 수 있냐니 당연히 결계를 생성한 추국 만큼 글자에 대한 이해도가 깊다는 거겠지. 마지막에 그 시도 자기가 지엇다니까 더더욱 그러겠지. 저기 세계에선 말(글자)를 이해 한 만큼 그 말이 내포한 힘을 다룰 수 있으니,와... 미쳤다. 랑또는 미친 작가야,랑또님 이제 병맛말고 이런 스토리물 계속 그려주세요...,여잔 진짜 강인한 신체에 머리까지 좋고 와... 아들은 정말 완벽한 정인을 가졌는데 바른 말하다 죽었으니...,와 진짜 약을 빨아도 이렇게 사람이 좋은 방향으로 사용할 수 있습니더 그러므로 우리 모두 약을 빱시다 ,님들아 저건 추국이 희생을 최소화하기위해 저러는겁니다. 목숨을 소중히 하라는 걸 보면 알 수 있죠 단지 만들어진 존재가 반드시 이뤄야 된다는 천명이 폐하(신룡)의 명을 따르는 것이고 신룡이 일가를 몰살하라고 시킨것이기 때문에 유일하게 피가 이어진 어머니만 죽이고 끝내기를 원하는 겁니다. 죽이자 했으면 진작에 죽였어요 같은 사군자인 동죽이 초반에 각인없이 대나무 화살평타로 장사급인 한설이 팔 날렸고 한설이가 돌 아니라 평범한 장사였으면 각인화살맞고 가슴뚫려죽었습니다.,소오름,SM플레어도 재미있고 감동도 있었는데 왜 다들 약타령에 병맛만 찾는지..,True,False,True,False,False,True,True,True,False,False
84,17087,670144,81,9.99,25386,하난아ㅠㅠㅠ 하난이 죽으면 작가님 돈까스 내가 다 먹는다,하난이 복지 좀 해주세요.... 하난이 다치는걸로 시작해서 다치는걸로 끝났어....,아이제 하난이상처봤으면 좀잘다뤄줘ㅠㅠㅠㅠㅠ 아 진짜지못미ㅠㅠㅠㅠㅠㅠㅠㅠ,와 신룡 그래도 하난이 아끼나보다......저렇게 당황하는거 보니까 진심으로 하난이 미워하진 않는듯...작가님 하난이 꽃길만 걷게해줍시다..ㅠㅠ,지금 저 나으리가 5왕자의 난이 일어난 연도를 속여서 말한건 의도된 것입니다. 빛도 소리도 들리지 않는 곳이라고 하지만 저 감옥에 들어온 사람이 나으리가 처음이 아니라면 바깥의 시간을 알고있을 가능성이 높겠죠. 즉 이곳에 온 사람이 자신말고 또 있는지 한번 떠본것입니다. 그리고 나으리의 예상대로 5왕자의 난은 10년전에 일어났지만 5년전에 일어났다고 거짓말했는데도 그것을 이상하게 생각하지않고 '내가 여기 5년동안 있었다고?!'같은 반응을 보이는걸로 보아 나으리가 저 감옥의 첫 방문자입니다.,작가님 하난이한테 왜 그래요..아 진짜 불쌍해,근데 저 여자애가 증거를 없애려고 공격을 안 피했는데 그렇다는건 처음부터 저 여자애는 죽을 작정하고 온거였어...? 멋지다,하난이 신룡 명령때문에 그렇게 하기싫었던 살인도 했는데 신룡이 잘 좀 치료해주고 쉬게 해줬으면...,하난이도 그렇지만 초을이도 죽었어요ㅠㅜㅜㅠ 초을아 행복해야돼...ㅠㅜㅜ,"신룡이 이것을계기로 하난이에게 잘했으면 좋겠당 ㅠㅠㅠㅠㅠ 
작가님 화이팅~~~~~!!!!!@!!!!!! 입니당ㅎㅎㅎ",False,False,False,True,True,False,True,False,True,True
85,28130,703839,40,9.99,18378,그와중에 태호 스윗한것 보세요 여러분ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,뭔일인지 알아내려는 가을이의 빅픽쳐,아근데 지금까지 순정이가 혜성이 좋아한다는 말은 한번도 하지 않지 않았어??? 혹시 태호 좋아하는거 아닐까...? 지금까지 늘 혜성이 옆에 태호있을때만 나타났잖아 그녀석이 같이 있어서 못줬네 가 혜성이 말하는걸지도....,아 순정이 너무 귀여워요...,"태호 쭈그려앉았을때 왜이렇게 설레지 내 최애는 시호도아니고 혜성이도아닌 너야 태호야,,,",순정이 태호 좋아하는 거 아닐까 하는 망상 중,혜성이ㅋㅋㅋ 시호 성가셔하면서 착실히 보호자 역할해주고 있어ㅋㅋㅋㅋㅋㅋ 이 바람직한 츤데레같으니라구ㅋㅋㅋ 그 와중에 벽치기하는 턱선 심쿵ㅠㅜㅠㅠ,"태호야ㅠㅠㅠ넌 대체 누가 데려가는거니ㅠㅠ
들러붙는거 싫다했지만 내여자한텐 따듯하겠지",내지갑이닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 개빵터졌네,뭔 돈? 뭔 씨디? 우와 내지갑이다 !! 홍시호 겁나순수해ㅋㅋㅋㅠㅜㅠ,True,False,True,True,True,True,True,True,False,False
86,28770,721919,24,9.99,9892,같이 쓸수는 없어도 빌려준다는 말이.. 마치 영원을 함께할 수 없어도 당신이 사는 동안만큼은 같이 있어준다는 얘기같아요ㅠㅠㅠ 영워니 햄보캐졌으면 해..,아ㅠㅠㅠㅠ 팀장님 영혼이 또 이렇게 쓰이다니 아악 연출과 전개 너무 좋아서 저는 눈물만 나네요 작가님... 다음편이 너무 기대돼요... 그나저나 정미 당신... 영생을 노린 거였다니 실망이야 순진한 흡혈귀들의 마음을 이용하고 아무 관련 없는 호선이를 위험하게 만들고 당신이 진짜 나빴어 이 마음의 숙제들 다 당신이 주고 간 거네 못됐어 정말 어휴,호선이 얘기가 이렇게 빨리 나오다니ㅠㅠㅠㅠ 빨리 완결할까봐 걱정되네요 작가님 오래오래 연재해주세요 저 요즘 이거보는 재미로 살아요ㅠㅠㅠㅠㅠㅠ,문을 열고 들어오는 이경이를 끊임없이 되뇌이던 시절이 있었던 호선이와 그 시절의 호선이를 찾아가 안아주는 상상을 하는 이경이ㅠㅠ 그리고 비 맞고 다니지 말라는 봉원... 나도 이경이처럼 갈림길에서 이도저도 못하게 됐다 마음이 넘실거려 정미 빼고 누구 하나 미운 사람이 없어 저 얌전히 다음편 기다릴게요...,가까이 가도 되냐는 이경이의 말뜻을 봉원이도 알고 있었다면 우산을 빌려준 건 더 가까운 사이가 될 수는 없다는 뜻이었으려나 한 우산 아래에서 어깨가 닿을 만큼 가까워지지는 못해도 이경이가 어딘가에서 비를 맞지 않기를 바라는 마음이라니 이게 사랑이 아니면 뭐야 봉원이가 가까이 다가설 수 없는 이유는 역시 호선이일까,봉원이경 플래그가 박살났구나.. 하는 생각이 들면서도 작가님이 그리고자 한 이야기는 단순히 이 둘의 사랑이 아니라 관계의 이어짐이 아니었을까 하는 생각이 들었어요. 어떤 방향이더라도 둘 모두 행복해지길.,아.. 아아. 그래서 호선이가 봉원이를 용서할 수 없는 거였구나. 정미를 믿음으로 인해서 호선이는 죽어버렸으니까. 흡혈귀가 되어 영원을 얻었지만 동시에 자신의 삶을 완전히 잃었으니까.. 자신의 목숨을 담보로 영원을 갈구는 인간의 손아귀에서 호선이는 얼마나 무서웠을까. 그런 인간대신 갖게 된 영원이 얼마나 족쇄같았을까.,"이경이 왜 집에 못가나 했더니... 있었던 사건이나 경험, 혹은 상상들이 사물이나 장소같은 매개체를 통해 떠오르는걸 너무 잘 표현해주셔서... 진짜 자기 집에서 그런일 있었다 하면 저럴것 같아요... 그 공간에 살던 정미가 많은 사람들에게 악영향을 끼치고 갔네요 심지어 이후에 그 곳에 살게 될 사람에게 까지도. ",이 웹툰의 인지도가 올라가서 나 할머니될때까지 연재 했음 좋겠다..,작가님 언제 한번 등장인물들 프로필좀 그려주세요!!  흡혈귀가 된 이유~실제 나이~직업 등등요!!,True,True,True,False,False,True,True,False,True,True
87,23418,685460,59,9.99,15244,"가을에는 단풍잎처럼 빨간색이고, 겨울엔 나뭇잎이 없으니 대머리가 되는건가요..?",아아 존댓말 우암에 한번 흐트러진 이무기에게 또 한번 치인다,니트가 이렇게 섹시한 옷이었나,아마 계화 하면서 인격 자체가 바뀌는듯함. 인간의 다중인격처럼? 고로 사랑합니다,헉! 사복 차림 이무기... 진짜 이러시면 존경하는 수밖에 없잖습니까 작가님,"용 되면 또 올마나 잘생겨지려구,,,,,,,,",우암따라 새가 찾아오는 거 봐ㄱㅋㅋㅋㄱㅋㅋㅋㅋ 사랑받고 있네 우암,우암이가 존댓말을 쓰니 뭔가어색하지만? 우암이 아마도 가을에는 솔직해 지려고 한다니깐 이무기가 한말에 꽤 친절히 대답을 해준게 아닐까요?,이무기는 용 되고싶은데 되면 승천해야하니까 강유옆에못있어서 그건 그거대로 싫을듯,평소에도 은근 다정 츤츤했던 것 같은데.. 더 다정해지면 내 심장은 어쩌라는거지여.. 엉엉,False,True,True,True,True,True,True,False,True,True
88,10273,710758,40,9.99,11038,뚱이 성인버전,할머니 립스틱지우심ㅋㅋ,"바닷물 맥이면 해산물로 돌아가나보네 ㅋㅋㅋㅋㅋㅋㅋㅋ
걍 주먹다짐 하지말고 바닷물 들고가서 뿌리는 게 나을 듯 ㅋㅋㅋㅋㅋㅋㅋ
ㄹㅇ 씬스틸러","아닠ㅋㅋㅋㅋ 빨간머리 논리 갑 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
아버지는 택시 드라이버 나는 나비 1+1= 귀요미 ㅋㅋㅋㅋ
이러고 있어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",이 양반 화났나 매주 2개씩 올리네,솔직히 아빠는 착한데 윗대가리가 계속 생원이 싸우라고 재촉해서 어쩔수없이 그런듯,와..  이렇게 매주 두 개씩 올리시면 작가님... 감사합니다.,"아 영인이 드립 너무 좋아 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
영인이같은 친구 있었으면 ^^^ ,,,",아니 띨띨하게 생겼다는 묘사로 찾아내는 건 뭐야 ㅋㅋㅋㅋㅋ,탕수육은 원래 소스와 같이 팬에서 볶아내는 음식이다ㅏㅏ아ㅏ아아ㅏ아아ㅏ!!!@!!!@@!!!!!!!!!!!!!@!!!@,False,True,False,True,False,False,True,True,False,False
89,28311,725552,24,9.99,9089,‘물 수’라 차가운 게 아니라 수족냉증이라 잡은 부분만 시원해지는 거였나,목지란 입술 파랑색으로 변했어ㅋㅋㄱㅋㅋㅋ,캐릭터 설정 쩐다 진짜 ㅋㅋㅋㅋㅋ 지훈이만 정상임 ㅋㅋㅋ,수족냉증이 얼마나 심하길래 시원해ㅋㅋㅋㅋㅋㅋㅋㅋ,화자 손 잡을려고 꼼지락 대는거 귀여웡 +.+,근데 솔직히 지란이 입장 이해는 가서..ㅋㅋㅋㅋ 지란이 다시 핑쿠 입술 되찾자.., 지란이 화장안해서 파란거예요^^,지훈이랑 지란이랑 잘되고 한서랑 화자랑 잘되면 되겠네ㅎㅎㅎㅎㅎㅎㅎㅎ,금란이 언급은 왜 없어 ㅋㅋㅋㅋㅋㅋㅋㅋ 이제 지란이 망했네 ㅋㅋㅋㅋㅋㅋㅋ,다음화 왜 없냐...개재밋는데,False,False,True,True,True,True,False,True,False,False
90,23796,718016,57,9.99,7411,친한척 한다니.... 지가 그런말 할 처지인가...? ,옷 갈아입게 해주면서 좀 가까워지길.. 윤주는 싫지만 현이의 행복을 위해서,마지막장면 서비스 감사합니다 ㅎㅎ,앞머리가 있든 없든 웃는게 너무 예쁘다,꼴좋다,"현이의 앞머리 걷은 모습과, 웃는 모습과 친구들과 함께하는 모습을 보니 보는 나도 입꼬리가 저절로 올라갔다, 방학 때까지 노답 삼인방에 시달려 괴로운 모습들을 봤을 때 계속 마음이 아팠었기에 지금까지 괴로웠던 만큼 현이가 행복해졌으면 좋겠다.",자기가 질질 기어야 될 판인데 태도 진짜 별로다...,"와 ㅋㅋㅋㅋㅋㅋ 단 둘이 있을 때 선 긋는거 보소. 단체에선 눈치 오지게 보는게 
아직도 현이를 자기 밑이라 생각하고, 얘는 원래 만화 좋아하니 이런 식으로 생각하며 오덕취급하넼ㅋㅋㅋ",마음 속으로라도 죄책감 한톨 비추질않네. 애가 어쩜 저렇게 뻔뻔해? 친구 무리에서 떨어져나온 것도 지가 이간질 해서라는거 뻔히 알고있는 주제에.,추천까지해줬는데 비꼬네;,False,True,True,True,True,True,False,False,False,True
91,27201,720121,142,9.99,13845,고니 맞고싶은고니,와중에 유정선배 설이한테 답장 오타난 거 귀여움ㅠ,혀가 없으면 말이 좀 줄어들까?,술에 취해 정신이 없는 와중에 설이에게 답장하고 골아떨어지는 모습... 유정의 모든 것이 설이를 사랑하고 있다,유정 문자 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그와중에 마침표랑 띄어쓰기 완벽한거 개웃김 ㅠㅠ,"그 와중에 민수 가디건 하는거 개소름,,","내가 이 웹툰을 좋아하는이유
캐릭터마다 눈코입 등 얼굴이 다 다르게생겼고 
캐릭터별 성격설정이 확실하며
스토리 개연성이 훌륭하고 스토리텔링이 좋다

어떤웹툰은 인물간 외모에 차이가나더라도 미묘하게 한작가의손에서 그려진그림임이 느껴지는데
치인트는 그런면에서 작가님의역량이 더더욱 느껴짐

결론은 유정이 너무잘생겼고,,
자꾸 이전화 뽀뽀장면이 아른거림ㅋㅋ",행복하게 퍼질러자는거봐ㅠㅠㅠ키스하고 기분좋았나봐ㅠㅠㅠ,다시 댓글이 줄었다,오영곤 저렇게 은택이 심기를 살살건들이다가 한 대 쳐 맞을꺼같은데,True,True,False,True,True,True,True,True,False,False
92,4043,709731,75,9.99,18133,스토커 진짜 빠르게 잡혔으면 좋겠다.... ,ㅁㅊ;;;;; 병원까지 쫓아온거임? 진짜 개소름이다,"저정도면 진짜 없던 정신병도 생기겠다...안전하다 생각한 내공간,내집까지 들어온건데...",우리 무이 손 어떡해......... 손 빨개지는 그 순간부터 설마 피나는거 안겠지 했는데 설마가 사람 잡는다고...피를 보고........,"작가밈... 진짜 욕심 안부리고 15화 정도 연재하시면 100화인데... 100화까지 미리보기 주시면 안될까요... 스토커 빨리 잡히는 것도 보고 싶고(제가 이러다 진짜 화면 뚫고 들어가서 경찰서 데려갈 것 같아요..), 유일무이 본격 연애루트 타는 장면들고 너무 보고 싶어서 그래요...진짜 욕심 많이 안부릴게요... 흑흑..제발 15편만.......",으...문틈으로 훔쳐보는거 뭐야...스토커 아니길...제발...스토커면 너무 호러잖아...아니 스토커 자체가 호러이긴 하지...아악...무서워요 작가님ㅠㅠ작가님 스토커 사이다 처벌로 부탁드려요!!!!!,"월요일은 유일무이 로맨스 보는 낙으로 살아요
그런의미로 다음주는 사이다 기대해봅니다",코난인줄 ㅜㅜ 너무 무서워여ㅠㅠㅠ,아니 15편 미리보기는 욕심 맞잖아욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,이 사람아 100화까지 25편이얔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,True,False,False,False,False,False,True,False,True,True
93,24848,651673,210,9.99,37581,배려심 넘친다 진짜ㅠㅠㅠㅠㅠ,와 바비정도면 분명 알고 그랫다 진짜 저런센스...완전좋음 내가가지고싶다,바비 쏘스윗가이다.... 유미.. 바비랑 흥해...,야아...바비 센스♥,그 흥해라가 그 흥해라였어..?,"네. 흥 할 게요
뿜칙바칰딩기당당랑ㄱ디기기당딕디기디쿵짝쿵짝삐리빠리쾅코아쉬쉭쉭빵빵칰디기디기동그랑땡땡취추췩오오오야야야야ㅑ야오오오ㅗㅇ야야야야야",센스쩔,아니야!!!!!!!! 그런거아니야!!!!!!!!!!!! 배려해준거야!!!!!!!!!!!!!!!!!!!!!!!,아오 첫컷부터 얘야,웅이도지워,True,True,True,True,False,True,False,False,False,False
94,13911,316909,114,9.99,10777,둘 다 매력적인 캐릭턴데 단역같다. 한 명 죽고 한명이 보고하고 그걸로 인해 이단 마법사의 위험성이 뭐시기 저시기 하면서 기사단 존속하려는 교회의 음모 같은데...,"마크가 대단한 힐러네요 
검성이도 검 잘다루고 
아크메이지할아버지는 마법잘쓰고
체니는.....",영화화하기엔 스케일이 커서 만화 그대로 재현 못하고 망할거같은데... 판타지는 만화가 제일 나은거같음 더 안습인건 영화감독들이 변방의 웹툰 하나를 보고있을 확률 자체가 적다는것,소싯적 수많은 판타지를 섭렵했으나 도대체 이 만화는 얼마나 스캐일이 큰건지 감도 안잡힌다. 부디 작가가 포기하지 않고 끝을 내주기를.... 그러려면 사람들한테 더 알려져야 할텐데... 봤으면 댓글 한줄 그리고 별점이라고 남기고 가면 좋을것 같다.,마크 믿음 스탯이 높아서 힐 능력 쩌는 건 줄 알았는데 체질이 타고난 건가,드래곤 라자 이후로 빠져서 보게된 판타지입니다. 항상 응원합니다~!,작화 좋고 스케일 크고 인물들 다 살아있고 ㅠㅠㅠ ... 너무 수준이 높다보니 오히려 독자 연령층이 높아서 덧글도 조회수도 적고 해서 주류웹툰에 끼지 못하는 감이 있죠 ㅠㅠㅠ 그래도 알 사람은 다 알겁니다 보물이라고 ㅜㅜㅜㅜ,금지된 마법사들이 힘을 모았다기 보다는 왕자쪽에서 손을 쓴듯 합니다..경고의 의미로 두명을 처리하려 하는거죠,체니는 예뻐질 겁니다,사랑해여 촌장님 20년정도는 기다릴수있어요... 완결까지..... 진짜 괜찮으니까 준비하신거 다보여주세요 ㅠㅠ,False,True,False,False,True,True,False,False,True,True
